timestamp,elapsed_time_s,wall_time,avg_concurrent_gpus,gpu_util_ratio,gpu_efficiency,avg_stage_util,max_stage_util,trial_throughput,pipeline_speedup,speedup_efficiency,num_completed_tasks
2026-05-02T14:20:49.236403,134.67,131.75,1.69,1.6933,3.5909,1.3560,1.4312,0.2068,6.2681,2.0894,59
2026-05-02T14:20:59.242528,145.87,142.94,1.80,1.7959,3.4777,1.3060,1.3346,0.1709,4.9537,1.6512,61
2026-05-02T14:21:09.248034,158.76,155.83,2.19,2.1860,3.3504,1.2917,1.3346,0.1709,5.4788,1.8263,62
2026-05-02T14:21:19.253492,158.76,155.83,2.19,2.1860,3.3504,1.2917,1.3346,0.1709,5.4788,1.8263,62
2026-05-02T14:21:29.261937,183.15,180.23,1.43,1.4286,3.0467,1.0732,1.1099,0.1490,4.7261,1.5754,71
2026-05-02T14:21:39.265246,184.05,181.12,1.99,1.9862,3.0366,1.0730,1.1093,0.1546,4.7027,1.5676,72
2026-05-02T14:21:49.274520,184.05,181.12,2.92,2.9227,3.1428,1.1092,1.1136,0.1546,4.8342,1.6114,74
2026-05-02T14:21:59.279120,184.05,181.12,2.93,2.9309,3.2977,1.1628,1.1933,0.1546,5.0865,1.6955,76
2026-05-02T14:22:09.287906,184.05,181.12,2.12,2.1160,3.4981,1.2339,1.3637,0.1611,5.2028,1.7343,79
2026-05-02T14:22:19.295587,184.05,181.12,2.44,2.4429,3.6127,1.2761,1.3637,0.1740,5.2028,1.7343,81
2026-05-02T14:22:29.304555,184.05,181.12,1.56,1.5556,3.7494,1.3230,1.4058,0.1740,5.4292,1.8097,84
2026-05-02T14:22:39.314375,184.05,181.12,1.86,1.8615,3.8299,1.3514,1.4058,0.1804,5.5372,1.8457,86
2026-05-02T14:22:49.319228,184.05,181.12,2.18,2.1846,4.0042,1.4135,1.5401,0.1868,5.5372,1.8457,89
2026-05-02T14:22:59.324391,184.05,181.12,2.01,2.0145,4.0922,1.4458,1.5401,0.1933,5.5372,1.8457,90
2026-05-02T14:23:09.334312,184.05,181.12,1.47,1.4744,4.2235,1.4909,1.5782,0.1933,5.7475,1.9158,93
2026-05-02T14:23:19.343808,184.05,181.12,1.75,1.7500,4.3037,1.5192,1.5782,0.1997,5.8564,1.9521,95
2026-05-02T14:23:29.353869,184.05,181.12,2.16,2.1562,4.4727,1.5794,1.7090,0.2062,5.8564,1.9521,98
2026-05-02T14:23:39.360274,184.05,181.12,1.46,1.4615,4.5875,1.6209,1.7270,0.2319,5.9214,1.9738,108
2026-05-02T14:23:49.371147,184.05,181.18,2.91,2.9091,4.6595,1.6397,1.7090,0.2319,6.0373,2.0124,110
2026-05-02T14:23:59.381069,184.05,181.18,2.91,2.9091,4.6595,1.6397,1.7090,0.2319,6.0373,2.0124,110
2026-05-02T14:24:09.392434,184.05,181.18,2.12,2.1225,4.8455,1.7050,1.8696,0.2382,6.2700,2.0900,113
2026-05-02T14:24:19.403083,184.05,181.18,1.38,1.3755,5.0155,1.7640,1.8696,0.2446,6.3844,2.1281,115
2026-05-02T14:24:29.412358,184.05,181.18,1.38,1.3755,5.0155,1.7640,1.8696,0.2446,6.3844,2.1281,115
2026-05-02T14:24:39.416482,184.05,181.18,1.38,1.3755,5.1296,1.8037,1.9887,0.2446,6.3844,2.1281,116
2026-05-02T14:24:49.425887,184.05,181.18,1.38,1.3755,5.1296,1.8037,1.9887,0.2446,6.3844,2.1281,116
2026-05-02T14:24:59.430189,184.05,181.18,1.62,1.6231,5.2406,1.8445,1.9887,0.2511,6.3844,2.1281,117
2026-05-02T14:25:09.442479,184.05,181.18,1.29,1.2870,5.4216,1.9066,2.0561,0.2511,6.6572,2.2191,121
2026-05-02T14:25:19.454409,184.05,181.18,1.34,1.3386,5.4813,1.9286,2.0561,0.2639,6.7544,2.2515,123
2026-05-02T14:25:29.463819,184.05,181.18,1.66,1.6600,5.5906,1.9658,2.0561,0.2639,6.7544,2.2515,124
2026-05-02T14:25:39.473222,184.05,181.18,1.66,1.6600,5.5906,1.9658,2.0561,0.2639,6.7544,2.2515,124
2026-05-02T14:25:49.483271,184.05,181.18,1.65,1.6505,5.7099,2.0073,2.1806,0.2639,6.7544,2.2515,125
2026-05-02T14:25:59.497437,184.05,181.18,1.65,1.6505,5.7099,2.0073,2.1806,0.2639,6.7544,2.2515,125
2026-05-02T14:26:09.507031,184.05,181.18,1.33,1.3284,5.8494,2.0587,2.1806,0.2704,6.7544,2.2515,126
2026-05-02T14:26:19.519498,184.05,181.18,1.04,1.0376,5.9083,2.0787,2.1806,0.2704,6.8500,2.2833,128
2026-05-02T14:26:29.531439,184.05,181.18,1.23,1.2348,6.0401,2.1258,2.2540,0.2832,7.0701,2.3567,132
2026-05-02T14:26:39.541417,184.05,181.18,1.58,1.5842,6.1504,2.1633,2.2540,0.2832,7.0701,2.3567,133
2026-05-02T14:26:49.553142,184.05,181.18,1.58,1.5842,6.1504,2.1633,2.2540,0.2832,7.0701,2.3567,133
2026-05-02T14:26:59.559413,197.50,194.63,1.63,1.6316,5.8394,2.1434,2.1941,0.2832,7.0701,2.3567,134
2026-05-02T14:27:09.565270,197.50,194.63,1.63,1.6316,5.8394,2.1434,2.1941,0.2832,7.0701,2.3567,134
2026-05-02T14:27:19.575440,220.81,217.93,1.43,1.4255,5.3219,2.0519,2.1941,0.2343,5.8776,1.9592,135
2026-05-02T14:27:29.594093,228.44,225.56,1.47,1.4667,5.1904,1.8070,1.9148,0.2403,5.7313,1.9104,144
2026-05-02T14:27:39.608998,228.44,225.56,2.94,2.9424,5.2585,1.8301,1.9148,0.2403,5.8290,1.9430,146
2026-05-02T14:27:49.617905,228.44,225.56,2.94,2.9446,5.3667,1.8627,2.0125,0.2403,5.9394,1.9798,150
2026-05-02T14:27:59.630916,228.44,225.56,2.67,2.6667,5.4550,1.8943,2.0125,0.2485,6.0390,2.0130,153
2026-05-02T14:28:09.638365,228.44,225.56,1.74,1.7447,5.5506,1.9267,2.0125,0.2485,6.1146,2.0382,156
2026-05-02T14:28:19.652880,228.44,225.56,2.59,2.5909,5.7097,1.9821,2.1353,0.2583,6.3291,2.1097,161
2026-05-02T14:28:29.669663,228.44,225.56,1.65,1.6486,5.8050,2.0150,2.1353,0.2631,6.4020,2.1340,165
2026-05-02T14:28:39.685005,228.44,225.56,2.32,2.3243,5.9259,2.0573,2.2172,0.2729,6.5704,2.1901,170
2026-05-02T14:28:49.700081,228.44,225.56,1.40,1.4000,6.0011,2.0837,2.2312,0.2924,6.6374,2.2125,180
2026-05-02T14:28:59.709917,228.44,225.56,2.85,2.8516,6.0234,2.0881,2.2220,0.2924,6.7042,2.2347,181
2026-05-02T14:29:09.718088,228.44,225.56,2.12,2.1226,6.0847,2.0946,2.2473,0.2955,6.8883,2.2961,183
2026-05-02T14:29:19.732898,228.44,225.56,2.15,2.1484,6.2567,2.1528,2.2473,0.2955,6.8883,2.2961,185
2026-05-02T14:29:29.746646,228.44,225.56,2.15,2.1484,6.2567,2.1528,2.2473,0.2955,6.8883,2.2961,185
2026-05-02T14:29:39.760440,228.44,225.56,2.16,2.1613,6.4336,2.2136,2.4299,0.2955,6.8883,2.2961,187
2026-05-02T14:29:49.774206,228.44,225.56,2.16,2.1613,6.4336,2.2136,2.4299,0.2955,6.8883,2.2961,187
2026-05-02T14:29:59.789110,228.44,225.56,1.61,1.6071,6.6189,2.2783,2.4299,0.3052,6.9466,2.3155,190
2026-05-02T14:30:09.808457,228.44,225.56,1.61,1.6071,6.6568,2.2914,2.4503,0.3100,7.0603,2.3534,192
2026-05-02T14:30:19.822311,228.44,225.56,1.50,1.5000,6.7662,2.3285,2.4503,0.3100,7.0603,2.3534,193
2026-05-02T14:30:29.836395,228.44,225.56,1.96,1.9604,6.8739,2.3650,2.4503,0.3100,7.0603,2.3534,194
2026-05-02T14:30:39.851306,228.44,225.56,1.57,1.5736,6.9652,2.3964,2.5446,0.3100,7.0603,2.3534,195
2026-05-02T14:30:49.865567,228.44,225.56,2.09,2.0918,7.0533,2.4267,2.6355,0.3100,7.0603,2.3534,196
2026-05-02T14:30:59.880440,228.44,225.56,1.89,1.8906,7.1346,2.4551,2.6355,0.3149,7.0603,2.3534,197
2026-05-02T14:31:09.900251,228.44,225.56,1.67,1.6731,7.2586,2.4982,2.6590,0.3197,7.1793,2.3931,200
2026-05-02T14:31:19.914041,228.44,225.56,1.59,1.5882,7.2911,2.5096,2.6590,0.3246,7.2767,2.4256,201
2026-05-02T14:31:29.929633,228.44,225.56,2.03,2.0291,7.5150,2.5854,2.6590,0.3246,7.2767,2.4256,203
2026-05-02T14:31:39.944291,228.44,225.56,2.03,2.0291,7.5150,2.5854,2.6590,0.3246,7.2767,2.4256,203
2026-05-02T14:31:49.961560,228.44,225.56,1.64,1.6385,7.6058,2.6167,2.7527,0.3246,7.2767,2.4256,204
2026-05-02T14:31:59.968581,228.44,225.56,2.16,2.1600,7.6983,2.6485,2.8482,0.3246,7.2767,2.4256,205
2026-05-02T14:32:09.979092,228.44,225.56,2.07,2.0725,7.8678,2.7078,2.8482,0.3342,7.2767,2.4256,207
2026-05-02T14:32:19.995208,228.44,225.56,1.45,1.4500,7.9236,2.7268,2.8783,0.3342,7.4000,2.4667,211
2026-05-02T14:32:30.012796,228.44,225.87,1.98,1.9765,7.9405,2.7353,2.8888,0.3488,7.4054,2.4685,216
2026-05-02T14:32:40.034085,228.44,225.87,2.94,2.9413,8.0316,2.7661,2.8888,0.3488,7.4995,2.4998,219
2026-05-02T14:32:50.052980,228.44,225.87,1.18,1.1808,8.2106,2.8282,3.0033,0.3585,7.7207,2.5736,224
2026-05-02T14:33:00.065087,228.44,225.87,2.37,2.3696,8.2435,2.8397,3.0033,0.3633,7.7207,2.5736,225
2026-05-02T14:33:10.083794,228.44,225.87,1.89,1.8864,8.3930,2.8907,3.0673,0.3633,7.9091,2.6364,230
2026-05-02T14:33:20.118140,228.44,225.87,2.19,2.1915,8.4702,2.9175,3.1137,0.3681,7.9091,2.6364,232
2026-05-02T14:33:30.137194,228.44,225.87,2.33,2.3333,8.5653,2.9508,3.1137,0.3778,8.0859,2.6953,234
2026-05-02T14:33:40.146641,228.44,225.87,1.56,1.5593,8.6756,2.9884,3.1440,0.3778,8.1719,2.7240,238
2026-05-02T14:33:50.165370,228.44,225.87,2.51,2.5122,8.7945,3.0297,3.2108,0.3875,8.3515,2.7838,242
2026-05-02T14:34:00.185577,228.44,225.87,1.54,1.5385,8.8689,3.0554,3.2248,0.4021,8.4160,2.8053,251
2026-05-02T14:34:10.204577,228.44,225.87,2.88,2.8783,8.9262,3.0749,3.2248,0.4069,8.4931,2.8310,254
2026-05-02T14:34:20.220089,228.44,225.87,2.89,2.8889,9.0040,3.1015,3.2784,0.4069,8.5691,2.8564,257
2026-05-02T14:34:30.237748,228.44,225.87,1.44,1.4392,9.1121,3.1395,3.2784,0.4166,8.7288,2.9096,259
2026-05-02T14:34:40.256810,228.44,225.87,2.29,2.2857,9.2095,3.1732,3.3467,0.4214,8.7288,2.9096,261
2026-05-02T14:34:50.279081,228.44,225.87,1.83,1.8286,9.3221,3.2116,3.3961,0.4214,8.8530,2.9510,266
2026-05-02T14:35:00.299017,228.44,225.87,2.43,2.4286,9.3972,3.2377,3.4291,0.4311,8.9167,2.9722,269
2026-05-02T14:35:10.323862,228.44,225.87,1.71,1.7105,9.4667,3.2616,3.4291,0.4360,8.9778,2.9926,272
2026-05-02T14:35:20.342899,228.44,225.87,2.39,2.3889,9.6160,3.3131,3.5117,0.4457,9.1139,3.0380,278
2026-05-02T14:35:30.353252,228.44,225.87,1.73,1.7321,9.6602,3.3286,3.5117,0.4505,9.1139,3.0380,279
2026-05-02T14:35:40.373889,228.44,225.87,1.98,1.9784,9.6985,3.3418,3.5236,0.4650,9.1633,3.0544,288
2026-05-02T14:35:50.397897,228.44,225.87,2.89,2.8865,9.7969,3.3731,3.5442,0.4650,9.3107,3.1036,292
2026-05-02T14:36:00.423978,228.44,225.87,2.56,2.5588,9.9423,3.4236,3.6094,0.4740,9.3889,3.1296,297
2026-05-02T14:36:10.436484,228.44,225.87,1.97,1.9714,10.0323,3.4542,3.6325,0.4740,9.5159,3.1720,301
2026-05-02T14:36:20.457574,228.44,225.87,2.43,2.4333,10.1528,3.4961,3.6914,0.4884,9.5709,3.1903,306
2026-05-02T14:36:30.481538,228.44,225.87,1.85,1.8500,10.2282,3.5216,3.6914,0.4884,9.6766,3.2255,308
2026-05-02T14:36:40.506775,228.44,225.87,2.29,2.2857,10.3639,3.5685,3.7652,0.4979,9.7973,3.2658,314
2026-05-02T14:36:50.523164,228.44,225.87,1.50,1.5000,10.4168,3.5868,3.7745,0.5171,9.8393,3.2798,324
2026-05-02T14:37:00.534701,228.44,225.87,2.84,2.8394,10.4504,3.5982,3.7745,0.5171,9.8393,3.2798,325
2026-05-02T14:37:10.557181,228.44,225.87,2.85,2.8467,10.5647,3.6370,3.8113,0.5171,9.9734,3.3245,328
2026-05-02T14:37:20.577850,228.44,225.87,2.20,2.2044,10.6990,3.6835,3.9140,0.5219,10.1388,3.3796,331
2026-05-02T14:37:30.590553,228.44,225.87,2.47,2.4727,10.7959,3.7174,3.9140,0.5315,10.3012,3.4337,333
2026-05-02T14:37:40.604644,228.44,225.87,1.72,1.7200,10.8516,3.7363,3.9140,0.5315,10.3012,3.4337,334
2026-05-02T14:37:50.625269,228.44,225.87,1.88,1.8800,11.0076,3.7896,3.9432,0.5363,10.5053,3.5018,338
2026-05-02T14:38:00.647335,228.44,225.87,2.33,2.3276,11.0973,3.8204,4.0357,0.5363,10.6596,3.5532,340
2026-05-02T14:38:10.672339,228.44,225.87,1.79,1.7895,11.2060,3.8582,4.0357,0.5458,10.7873,3.5958,343
2026-05-02T14:38:20.698715,228.44,225.87,2.02,2.0200,11.3182,3.8963,4.0699,0.5458,10.9200,3.6400,346
2026-05-02T14:38:30.732737,228.44,225.87,2.33,2.3269,11.4448,3.9400,4.1733,0.5506,11.0717,3.6906,349
2026-05-02T14:38:40.752451,228.44,225.87,2.09,2.0946,11.5609,3.9808,4.1733,0.5602,11.2759,3.7586,351
2026-05-02T14:38:50.769205,228.44,225.87,1.03,1.0302,11.6048,3.9959,4.1880,0.5746,11.3383,3.7794,360
2026-05-02T14:39:00.793807,228.44,225.87,1.03,1.0302,11.6048,3.9959,4.1880,0.5746,11.3383,3.7794,360
2026-05-02T14:39:10.817971,228.44,225.87,1.03,1.0302,11.6834,4.0225,4.1880,0.5746,11.5740,3.8580,361
2026-05-02T14:39:20.831709,228.44,225.87,1.03,1.0302,11.6834,4.0225,4.1880,0.5746,11.5740,3.8580,361
2026-05-02T14:39:30.857971,228.44,225.87,1.03,1.0302,11.7765,4.0545,4.2840,0.5746,11.8532,3.9511,362
2026-05-02T14:39:40.877712,228.44,225.87,1.03,1.0302,11.7765,4.0545,4.2840,0.5746,11.8532,3.9511,362
2026-05-02T14:39:50.899612,228.44,225.87,1.03,1.0302,11.7765,4.0545,4.2840,0.5746,11.8532,3.9511,362
2026-05-02T14:40:00.924018,228.44,225.87,0.53,0.5330,11.8932,4.0954,4.2840,0.5793,12.2033,4.0678,363
2026-05-02T14:40:10.952292,228.44,225.87,0.53,0.5330,11.8932,4.0954,4.2840,0.5793,12.2033,4.0678,363
2026-05-02T14:40:20.976625,228.44,225.87,0.69,0.6903,11.9896,4.1280,4.2840,0.5793,12.4924,4.1641,364
2026-05-02T14:40:31.006219,228.44,225.87,0.69,0.6903,11.9896,4.1280,4.2840,0.5793,12.4924,4.1641,364
2026-05-02T14:40:41.032248,228.44,225.87,0.69,0.6903,11.9896,4.1280,4.2840,0.5793,12.4924,4.1641,364
2026-05-02T14:40:51.056904,228.44,225.87,1.06,1.0588,12.1073,4.1685,4.4054,0.5793,12.8455,4.2818,365
2026-05-02T14:41:01.085477,228.44,225.87,1.06,1.0588,12.1073,4.1685,4.4054,0.5793,12.8455,4.2818,365
2026-05-02T14:41:11.109947,228.44,225.87,1.10,1.0957,12.1968,4.1999,4.4054,0.5841,13.1141,4.3714,366
2026-05-02T14:41:21.134890,228.44,225.87,1.10,1.0957,12.1968,4.1999,4.4054,0.5841,13.1141,4.3714,366
2026-05-02T14:41:31.163360,228.44,225.87,1.08,1.0769,12.2981,4.2342,4.4054,0.5841,13.4181,4.4727,367
2026-05-02T14:41:41.191124,228.44,225.87,1.08,1.0769,12.2981,4.2342,4.4054,0.5841,13.4181,4.4727,367
2026-05-02T14:41:51.217011,228.44,225.87,1.08,1.0769,12.2981,4.2342,4.4054,0.5841,13.4181,4.4727,367
2026-05-02T14:42:01.252705,228.44,225.87,0.77,0.7655,12.4176,4.2753,4.5287,0.5841,13.7767,4.5922,368
2026-05-02T14:42:11.279279,228.44,225.87,0.77,0.7655,12.4176,4.2753,4.5287,0.5841,13.7767,4.5922,368
